disease,symptom_1,symptom_2,symptom_3,symptom_4,symptom_5,symptom_6
Hearing Loss,trouble hearing,ear discomfort,fatigue,,,
Hearing Loss,ringing ears,muffled hearing,hearing difficulty,,,
Hearing Loss,ear pain,difficulty hearing,dizziness,,,
Hearing Loss,muffled sounds,ear ringing,trouble hearing,,,
Hearing Loss,ear discomfort,loss of hearing,earache,,,
Hearing Loss,trouble hearing conversations,ear ringing,ear pain,,,
Hearing Loss,ear pressure,muffled hearing,dizziness,,,
Hearing Loss,ringing ears,trouble hearing,headache,,,
Hearing Loss,ear pain,difficulty hearing,ear pressure,,,
Hearing Loss,dizziness,ear discomfort,ear ringing,,,
Hearing Loss,muffled hearing,earache,trouble hearing,,,
Hearing Loss,loss of hearing,ear pain,ear ringing,,,
Vertigo,dizziness,loss of balance,nausea,,,
Vertigo,spinning sensation,headache,vomiting,,,
Vertigo,loss of balance,ear ringing,blurred vision,,,
Vertigo,dizziness,unsteady walking,nausea,,,
Vertigo,spinning head sensation,fatigue,headache,,,
Vertigo,loss of balance,ear pressure,nausea,,,
Vertigo,dizziness,blurred vision,confusion,,,
Vertigo,headache,spinning feeling,nausea,,,
Vertigo,ear ringing,loss of balance,headache,,,
Vertigo,nausea,dizziness,unsteady movement,,,
Vertigo,spinning sensation,ear discomfort,vomiting,,,
Vertigo,loss of balance,confusion,blurred vision,,,
Vertigo,dizziness,headache,weakness,,,
Vertigo,spinning head feeling,nausea,ear ringing,,,
Vertigo,blurred sight,dizziness,fatigue,,,
Vertigo,unsteady walking,headache,nausea,,,
Vertigo,spinning sensation,loss of balance,ear ringing,,,
Vertigo,dizziness,confusion,blurred vision,,,
Vertigo,ear ringing,spinning sensation,nausea,,,
Vertigo,loss of balance,headache,vomiting,,,
Allergic Reactions,skin rash,itching,swelling,,,
Allergic Reactions,hives,red skin,swelling lips,,,
Allergic Reactions,itchy skin,sneezing,watery eyes,,,
Allergic Reactions,swollen tongue,breathing difficulty,dizziness,,,
Allergic Reactions,skin redness,itching,swollen face,,,
Allergic Reactions,runny nose,sneezing,itchy eyes,,,
Allergic Reactions,hives,swollen lips,shortness of breath,,,
Allergic Reactions,itching,skin rash,watery eyes,,,
Allergic Reactions,swelling of face,breathing problem,dizziness,,,
Allergic Reactions,skin redness,itchy rash,swollen throat,,,
Allergic Reactions,itching,hives,swelling of lips,,,
Allergic Reactions,runny nose,itchy eyes,skin rash,,,
Allergic Reactions,swelling,breathing difficulty,skin rash,,,
Allergic Reactions,itchy eyes,watery nose,sneezing,,,
Allergic Reactions,skin rash,swollen lips,throat tightness,,,
Allergic Reactions,hives,swelling tongue,shortness of breath,,,
Allergic Reactions,itching,skin redness,watery eyes,,,
Allergic Reactions,swelling face,breathing problem,itchy rash,,,
Allergic Reactions,skin rash,hives,swollen throat,,,
Allergic Reactions,itchy skin,red eyes,sneezing,,,
Sepsis,fever,chills,rapid heartbeat,,,
Sepsis,fever,confusion,low blood pressure,,,
Sepsis,chills,rapid breathing,weakness,,,
Sepsis,fever,shivering,low urine output,,,
Sepsis,confusion,low blood pressure,fast heart rate,,,
Sepsis,fever,chills,body pain,,,
Sepsis,shivering,confusion,breathing difficulty,,,
Sepsis,fever,low blood pressure,fatigue,,,
Sepsis,body pain,rapid heartbeat,confusion,,,
Sepsis,fever,fast breathing,weakness,,,
Sepsis,chills,low blood pressure,confusion,,,
Sepsis,fever,rapid heart rate,breathing problem,,,
Sepsis,shivering,fever,low urine,,,
Sepsis,confusion,weakness,rapid breathing,,,
Sepsis,fever,chills,body weakness,,,
Sepsis,rapid heartbeat,fever,confusion,,,
Sepsis,breathing difficulty,fever,chills,,,
Sepsis,shivering,rapid breathing,fatigue,,,
Sepsis,fever,confusion,low urine output,,,
Sepsis,body pain,weakness,fever,,,
Lupus (SLE),fatigue,joint pain,skin rash,,,
Lupus (SLE),butterfly rash,fever,joint stiffness,,,
Lupus (SLE),skin rash,hair loss,mouth ulcers,,,
Lupus (SLE),joint pain,swollen joints,fever,,,
Lupus (SLE),fatigue,skin rash,sensitivity to sun,,,
Lupus (SLE),butterfly rash,headache,body pain,,,
Lupus (SLE),skin rash,mouth sores,joint stiffness,,,
Lupus (SLE),fever,joint pain,hair loss,,,
Lupus (SLE),fatigue,butterfly rash,swelling,,,
Lupus (SLE),skin rash,fever,joint swelling,,,
Lupus (SLE),sensitivity to sunlight,hair loss,fatigue,,,
Lupus (SLE),joint pain,fever,butterfly rash,,,
Lupus (SLE),skin rash,fatigue,mouth ulcers,,,
Lupus (SLE),hair loss,fever,joint stiffness,,,
Lupus (SLE),fatigue,skin rash,body aches,,,
Lupus (SLE),mouth ulcers,joint swelling,butterfly rash,,,
Lupus (SLE),fever,skin rash,joint pain,,,
Lupus (SLE),fatigue,hair loss,skin rash,,,
Lupus (SLE),joint pain,fever,body weakness,,,
Lupus (SLE),skin rash,butterfly rash,swollen joints,,,
Lyme Disease,fever,chills,headache,,,
Lyme Disease,skin rash,fatigue,joint pain,,,
Lyme Disease,bullseye rash,fever,body aches,,,
Lyme Disease,headache,stiff neck,fatigue,,,
Lyme Disease,joint pain,fever,swelling,,,
Lyme Disease,skin rash,fatigue,weakness,,,
Lyme Disease,chills,fever,body pain,,,
Lyme Disease,bullseye rash,headache,fatigue,,,
Lyme Disease,joint stiffness,fever,fatigue,,,
Lyme Disease,skin rash,body aches,weakness,,,
Lyme Disease,fever,chills,joint swelling,,,
Lyme Disease,headache,fatigue,skin rash,,,
Lyme Disease,body aches,stiff neck,fever,,,
Lyme Disease,skin rash,weakness,joint pain,,,
Lyme Disease,fever,chills,skin rash,,,
Lyme Disease,bullseye rash,fatigue,body weakness,,,
Lyme Disease,headache,joint swelling,fever,,,
Lyme Disease,skin rash,body pain,weakness,,,
Lyme Disease,fatigue,fever,stiff neck,,,
Lyme Disease,joint pain,headache,skin rash,,,
Disease,Symptom1,Symptom2,Symptom3,Symptom4,Symptom5
Chikungunya,fever,severe joint pain,headache,muscle pain,rash
Chikungunya,high fever,joint swelling,fatigue,nausea,headache
Chikungunya,fever,joint stiffness,body aches,loss of appetite,chills
Chikungunya,sudden high fever,severe arthralgia,rash,red eyes,fatigue
Chikungunya,fever,joint pain,muscle cramps,nausea,vomiting
Chikungunya,fever,aching joints,headache,weakness,skin rash
Chikungunya,high fever,severe joint pain,fatigue,swollen lymph nodes,back pain
Chikungunya,fever,joint swelling,muscle pain,loss of appetite,headache
Chikungunya,fever,body aches,stiff joints,rash,tiredness
Chikungunya,high fever,severe joint pain,nausea,chills,red eyes
Chikungunya,fever,joint pain,headache,itchy rash,weakness
Chikungunya,fever,muscle pain,joint swelling,loss of appetite,fatigue
Chikungunya,high fever,severe arthralgia,back pain,vomiting,nausea
Chikungunya,fever,joint pain,fatigue,skin rash,swollen joints
Chikungunya,fever,joint stiffness,headache,chills,weakness
Chikungunya,fever,severe joint pain,red eyes,muscle aches,nausea
Chikungunya,high fever,body aches,joint swelling,loss of appetite,tiredness
Chikungunya,fever,joint pain,headache,fatigue,vomiting
Chikungunya,fever,stiff joints,muscle pain,swollen lymph nodes,weakness
Chikungunya,high fever,arthralgia,rash,headache,fatigue
Smallpox,high fever,severe headache,back pain,fatigue,abdominal pain
Smallpox,high fever,flu-like symptoms,headache,backache,rash
Smallpox,febrile illness,severe malaise,headache,then rash,pustules
Smallpox,high fever,back pain,vomiting,skin rash,pustules
Smallpox,fever,headache,macular rash,progresses to pustules,scabs
Smallpox,high fever,fatigue,severe backache,rash on face,hands
Smallpox,fever,headache,malaise,rash that forms pustules,mouth lesions
Smallpox,high fever,body aches,severe headache,vesicles,pustules
Smallpox,fever,prostration,headache,rash that crusts,scabbing
Smallpox,high fever,backache,abdominal pain,progressive pustular rash,weakness
Smallpox,fever,headache,rash starting on face,spreads to limbs,pustules
Smallpox,high fever,flu-like symptoms,then painful pustular rash,mouth sores
Smallpox,fever,severe headache,back pain,rash that becomes scabs,delirium (severe)
Smallpox,high fever,malaise,headache,firm deep-seated pustules,crusting
Smallpox,fever,headache,progressive vesicular-pustular rash,mouth ulcers,weakness
Smallpox,high fever,severe backache,skin eruptions,pustules,scabs
Smallpox,fever,headache,body rash,pustules that crust,possible vomiting
Smallpox,high fever,extreme fatigue,headache,uniform-stage pustular rash,scabbing
Smallpox,fever,headache,rash on face/hands,progresses to pus-filled lesions,fever persists
Smallpox,high fever,deep-seated rash,pustules,scabs,severe malaise
Typhoid Fever,prolonged high fever,headache,abdominal pain,weakness,loss of appetite
Typhoid Fever,high fever,stomach cramps,constipation or diarrhea,headache,fatigue
Typhoid Fever,fever that rises over days,weakness,loss of appetite,abdominal pain,cough
Typhoid Fever,prolonged fever,headache,diarrhea or constipation,nausea,body aches
Typhoid Fever,high fever,abdominal cramps,loss of appetite,weakness,rose spots (sometimes)
Typhoid Fever,fever,stomach pain,headache,diarrhea,loss of appetite
Typhoid Fever,prolonged fever,weakness,stomach cramps,headache,night sweats
Typhoid Fever,fever,abdominal pain,constipation,headache,loss of appetite
Typhoid Fever,high fever,headache,diarrhea or constipation,weakness,vomiting
Typhoid Fever,prolonged fever,abdominal pain,loss of appetite,headache,chills
Typhoid Fever,fever,weakness,stomach cramps,loss of appetite,possible rash
Typhoid Fever,high fever,abdominal discomfort,headache,diarrhea,body aches
Typhoid Fever,fever,stomach pain,headache,constipation or diarrhea,loss of appetite
Typhoid Fever,prolonged fever,weakness,nausea,abdominal cramps,headache
Typhoid Fever,fever that persists,loss of appetite,abdominal pain,diarrhea,weakness
Typhoid Fever,high fever,headache,abdominal pain,possible rose spots,loss of appetite
Typhoid Fever,fever,stomach cramps,constipation,headache,fatigue
Typhoid Fever,prolonged fever,weakness,loss of appetite,vomiting,abdominal pain
Typhoid Fever,fever,abdominal discomfort,headache,diarrhea or constipation,weakness
Typhoid Fever,high fever,loss of appetite,stomach pain,headache,night sweats
Yellow Fever,fever,headache,back pain,muscle aches,loss of appetite
Yellow Fever,high fever,chills,severe headache,nausea,vomiting
Yellow Fever,fever,body aches,backache,nausea,weakness
Yellow Fever,fever,headache,muscle pain,loss of appetite,weakness
Yellow Fever,high fever,nausea,vomiting,jaundice (yellow skin/eyes),dark urine
Yellow Fever,fever,back pain,headache,jaundice,bleeding gums (severe)
Yellow Fever,fever,headache,muscle aches,nausea,loss of appetite
Yellow Fever,sudden fever,backache,headache,nausea,weakness
Yellow Fever,fever,body aches,loss of appetite,vomiting,jaundice
Yellow Fever,high fever,headache,abdominal pain,jaundice,bleeding
Yellow Fever,fever,nausea,vomiting,weakness,loss of appetite
Yellow Fever,fever,headache,back pain,jaundice,dark urine
Yellow Fever,high fever,muscle aches,nausea,abdominal pain,weakness
Yellow Fever,fever,chills,headache,loss of appetite,vomiting
Yellow Fever,fever,jaundice,weakness,bleeding gums,confusion (severe)
Yellow Fever,high fever,headache,abdominal pain,jaundice,delirium (severe)
Yellow Fever,fever,nausea,back pain,loss of appetite,weakness
Yellow Fever,fever,headache,loss of appetite,vomiting,jaundice
Yellow Fever,high fever,body aches,abdominal pain,bleeding,confusion
Yellow Fever,fever,headache,jaundice,weakness,shock (severe)
